,name,repo,react Version Satisfy,Pull request link,
0,harsh_appp,https://github.com/wurdig-mich/CovidTracker,True,https://github.com/wurdig-mich/lacucina/pull/6
1,harsh_solena,https://github.com/wurdig-mich/solana-riptide-hackathon,Lib not found,https://github.com/wurdig-mich/solana-riptide-hackathon/pull/6
2,harsh_latena,https://github.com/wurdig-mich/lacucina,Lib not found,https://github.com/wurdig-mich/CovidTracker/pull/7
